"Artigo:","Autor:","Página:","Edição:","Categorias:","Componentes:","Notas:","Data:"
"Fonte variável de C. A.",,36,258,,,,"Julho/1994"
"Voltímetros digitais com o MC14433",,38,258,,,,"Julho/1994"
"Projetos dos leitores - fonte com indicação de fusível queimado",,44,258,,,,"Julho/1994"
"Práticas de service",,46,258,,,,"Julho/1994"
"Alinhamento mecânico",,50,258,,,,"Julho/1994"
"Adaptador para antena",,52,258,,,,"Julho/1994"
"Teste de controle remoto",,54,258,,,,"Julho/1994"
"TIP 2955/3055 (SID)",,55,258,,,,"Julho/1994"
"Amplificador integrado 50W",,60,258,,,,"Julho/1994"
"Conheça os amplificadores operacionais LM3900 - parte II",,65,258,,,,"Julho/1994"
"Aplicações para conversores multiplicadores D/A",,69,258,,,,"Julho/1994"
"2 potentes espantas ratos",,72,258,,,,"Julho/1994"
"Divisores de frequência TTL",,77,258,,,,"Julho/1994"
"Reparação Saber eletrônica (fichas 527 a 530)",,81,258,,,,"Julho/1994"
"Guia de compras",,83,258,,,,"Julho/1994"
"Infovias",,4,259,,,,"Agosto/1994"
"Fibras ópticas",,10,259,,,,"Agosto/1994"
"uDX - controlador programável pessoal parte II",,17,259,,,,"Agosto/1994"
"Slim equalizer",,22,259,,,,"Agosto/1994"
"Controle de toque com Fet de potência",,27,259,,,,"Agosto/1994"
"Notícias e lançamentos",,30,259,,,,"Agosto/1994"
"Seção do leitor",,32,259,,,,"Agosto/1994"
"Monitor de fonte TTL",,33,259,,,,"Agosto/1994"
"Multiplicador de tensão CMOS",,34,259,,,,"Agosto/1994"
"Fonte transistorizada de 2 a 20 V x 3A com proteção",,36,259,,,,"Agosto/1994"
"Fonte variável com SCR",,38,259,,,,"Agosto/1994"
"Projeto dos leitores - fonte chaveada de 340 W",,40,259,,,,"Agosto/1994"
"- Telefones como interfones",,41,259,,,,"Agosto/1994"
"Prática de service",,44,259,,,,"Agosto/1994"
"Algumas provas especias com o multímetro",,49,259,,,,"Agosto/1994"
"Service de gravadores",,52,259,,,,"Agosto/1994"
"LA1231N - FI de FM",,55,259,,,,"Agosto/1994"
"Rádio gravador AM/FM RX-1394 - National",,57,259,,,,"Agosto/1994"
"Conheça o Top Fet",,62,259,,,,"Agosto/1994"
"Connheça os amplificadores operacionas de corrente LM3900 - parte III",,65,259,,,,"Agosto/1994"
"Conheça o SDW5001E - seletor de tensão de rede",,70,259,,,,"Agosto/1994"
"Projetando contadores e divisores CMOS",,73,259,,,,"Agosto/1994"
"Darlingtons de potência",,77,259,,,,"Agosto/1994"
"Transistores de sucatas - algumas equivalências",,79,259,,,,"Agosto/1994"
"Reparação Saber eletrônica (fichas 532 a 534)",,81,259,,,,"Agosto/1994"
"Guia de compras",,83,259,,,,"Agosto/1994"
"Eletrônica no carro do ano 2000",,4,260,,,,"Setembro/1994"
"Extrator de veneno de abelhas",,14,260,,,,"Setembro/1994"
"Analisador de espectro",,17,260,,,,"Setembro/1994"
"Alarme com dupla temporização",,24,260,,,,"Setembro/1994"
"Notícias e lançamentos",,30,260,,,,"Setembro/1994"
"Seção do leitor",,32,260,,,,"Setembro/1994"
"Chave óptica com fotodiodos",,33,260,,,,"Setembro/1994"
"Booster de UHF",,35,260,,,,"Setembro/1994"
"Micro-timer de baixo consumo",,37,260,,,,"Setembro/1994"
"Aplicador de magnetoterapia",,38,260,,,,"Setembro/1994"
"Emergency light",,40,260,,,,"Setembro/1994"
"Projetos dos leitores - amplificador de 30 Watts para VHF",,41,260,,,,"Setembro/1994"
"- Interface CPC Amelco",,42,260,,,,"Setembro/1994"
"Prática de service",,46,260,,,,"Setembro/1994"
"Dois projetos rápidos para bancadas",,51,260,,,,"Setembro/1994"
"LA7800 - circuito de sincronismo e deflexão para TV em cores",,59,260,,,,"Setembro/1994"
"MC145146-1 - sintetizador de frequência PLL - para telefonia celular",,61,260,,,,"Setembro/1994"
"Conheça os amplificadores operacionais de corrente LM3900 - parte IV",,65,260,,,,"Setembro/1994"
"SDA3524E - controlador para fonte chaveada",,72,260,,,,"Setembro/1994"
"Controles especiais de motores",,76,260,,,,"Setembro/1994"
"Reparação Saber eletrônica (fichas 535 a 538)",,81,260,,,,"Setembro/1994"
"Guia de compras",,83,260,,,,"Setembro/1994"
"O que há dentro do Pentium?",,4,261,,,,"Outubro/1994"
"GPS - o chip que sabe onde você está",,11,261,,,,"Outubro/1994"
"Percu-som - a bateira eletrônica",,18,261,,,,"Outubro/1994"
"CATV - TV por cabo",,25,261,,,,"Outubro/1994"
"Notícias e lançamentos",,30,261,,,,"Outubro/1994"
"Seção do leitor",,32,261,,,,"Outubro/1994"
"Booster OM/OC",,33,261,,,,"Outubro/1994"
"Estimulador de nervos",,34,261,,,,"Outubro/1994"
"Conversor PX para OM",,37,261,,,,"Outubro/1994"
"Bloqueador de chamadas telefônicas",,40,261,,,,"Outubro/1994"
"Projeto dos leitores - timer progressivo de 12 horas",,42,261,,,,"Outubro/1994"
"- Senha remota",,42,261,,,,"Outubro/1994"
"Prática de service",,45,261,,,,"Outubro/1994"
"Analisando um decodificador de FM estéreo RX-4954FA - National",,62,261,,,,"Outubro/1994"
"Duas campainhas residenciais sem fio",,65,261,,,,"Outubro/1994"
"Eletrônica embarcada: a ignição eletrônica",,72,261,,,,"Outubro/1994"
"Reparação Saber eletrônica (fichas 539 a 542)",,81,261,,,,"Outubro/1994"
"Guia de compras",,83,261,,,,"Outubro/1994"
"A eletrônica que mata e cura",,4,262,,,,"Novembro/1994"
"Starter eletrônico para fluorescente",,14,262,,,,"Novembro/1994"
"Ionização ambiente",,17,262,,,,"Novembro/1994"
"Módulos-filtros para controles remotos",,24,262,,,,"Novembro/1994"
"Notícias e lançamentos",,30,262,,,,"Novembro/1994"
"Seção do leitor",,32,262,,,,"Novembro/1994"
"Minuteria diferente para pequenos tempos",,33,262,,,,"Novembro/1994"
"Oscilador com MOSFET",,35,262,,,,"Novembro/1994"
"Controle DC de volume/tom/balanço",,36,262,,,,"Novembro/1994"
"Luz de temo com FET de potência",,39,262,,,,"Novembro/1994"
"Projeto dos leitores - detector de massa plástica para automóveis",,42,262,,,,"Novembro/1994"
"- Analisador dinâmico de níveis lógicos",,43,262,,,,"Novembro/1994"
"Prática de service",,44,262,,,,"Novembro/1994"
"Substituição de cabeças de vídeo",,52,262,,,,"Novembro/1994"
"MC14457/14458 transmissor/receptor de controle remoto",,58,262,,,,"Novembro/1994"
"Eletrônica embarcada: o sistema de freios ABS",,65,262,,,,"Novembro/1994"
"Adaptador de impedância em L",,69,262,,,,"Novembro/1994"
"Luz estroboscópica para sinalização de torres e edifícios",,71,262,,,,"Novembro/1994"
"Válvulas de deflexão de TV",,75,262,,,,"Novembro/1994"
"Transferência de lay-out diretamente nas placas de circuito impresso",,79,262,,,,"Novembro/1994"
"Reparação Saber eletrônica (fichas 543 a 546)",,81,262,,,,"Novembro/1994"
"Guia de compras",,83,262,,,,"Novembro/1994"
"Cristais - o rítmo da eletrônica",,4,263,,,,"Dezembro/1994"
"Fontes para CD player",,14,263,,,,"Dezembro/1994"
"Pesquisadores de minérios raros",,17,263,,,,"Dezembro/1994"
"Osciladores controlados por cristal",,22,263,,,,"Dezembro/1994"
"Novidades da eletrônica",,28,263,,,,"Dezembro/1994"
"Notícias e lançamentos",,30,263,,,,"Dezembro/1994"
"Seção do leitor",,32,263,,,,"Dezembro/1994"
"Desarme magnético de alarme",,33,263,,,,"Dezembro/1994"
"Booster com divisor ativo",,35,263,,,,"Dezembro/1994"
"Voltímetro com FET",,38,263,,,,"Dezembro/1994"
"Projetos dos leitores - estroboscópica de alta intensidade",,41,263,,,,"Dezembro/1994"
"- Intercomunicador usando telefones comuns",,41,263,,,,"Dezembro/1994"
"Prática de service",,43,263,,,,"Dezembro/1994"
"Os simetrizadores para recuperação de TV",,50,263,,,,"Dezembro/1994"
"Provador universal de componentes",,54,263,,,,"Dezembro/1994"
"Efeito pé de vento",,58,263,,,,"Dezembro/1994"
"Atenuadores variáveis",,61,263,,,,"Dezembro/1994"
"Controle de potência digital",,65,263,,,,"Dezembro/1994"
"ICM 7217/ICM 7227 CMOS controladores UP/DOWN de 4 dígitos para driver",,72,263,,,,"Dezembro/1994"
"Redes elétricas em escada",,78,263,,,,"Dezembro/1994"
"Reparação Saber eletrônica (fichas 547 a 550)",,81,263,,,,"Dezembro/1994"
"Guia de compras",,83,263,,,,"Dezembro/1994"
"Eletrônica na aviação",,4,264,,,,"Janeiro/1995"
"Transforme seu PC em um frequencímetro",,17,264,,,,"Janeiro/1995"
"Decoder SAP/estéreo para TV",,21,264,,,,"Janeiro/1995"
"Elo de proteção codificado por tom",,24,264,,,,"Janeiro/1995"
"Novidades da eletrônica",,28,264,,,,"Janeiro/1995"
"Notícias e lançamentos",,30,264,,,,"Janeiro/1995"
"Seção do leitor",,32,264,,,,"Janeiro/1995"
"Base de tempo via rede",,33,264,,,,"Janeiro/1995"
"Dobrador de tensão CMOS",,34,264,,,,"Janeiro/1995"
"Modulador de FM",,36,264,,,,"Janeiro/1995"
"Controle modular DC",,39,264,,,,"Janeiro/1995"
"Projetos dos leitores - captador para instrumentos musicais",,43,264,,,,"Janeiro/1995"
"- Super fonte de 0-15V 2A",,43,264,,,,"Janeiro/1995"
"Prática de service",,44,264,,,,"Janeiro/1995"
"Ajustando receptores de rádio",,51,264,,,,"Janeiro/1995"
"Testes dinâmicos de componentes",,60,264,,,,"Janeiro/1995"
"Circuito de proteção contra inversão de polaridade",,64,264,,,,"Janeiro/1995"
"Construa um apagador de EPROM",,65,264,,,,"Janeiro/1995"
"Fontes de alimentação do PC",,69,264,,,,"Janeiro/1995"
"Antenas parabólicas compartilhadas",,74,264,,,,"Janeiro/1995"
"Circuladores e isoladores",,77,264,,,,"Janeiro/1995"
"Reparação Saber eletrônica (fichas 551 a 554)",,81,264,,,,"Janeiro/1995"
"Guia de compras",,83,264,,,,"Janeiro/1995"
"Radiação - convivendo com o perigo",,4,265,,,,"Fevereiro/1995"
"Seleção de circuitos úteis - regulador de alta tensão",,14,265,,,,"Fevereiro/1995"
"- Monitor de corrente",,14,265,,,,"Fevereiro/1995"
"- Chave de potência MOS-SCR",,14,265,,,,"Fevereiro/1995"
"- Usando o TL783C da Texas Instruments",,15,265,,,,"Fevereiro/1995"
"Dois amplificadores de uso geral transistorizado",,17,265,,,,"Fevereiro/1995"
"Alarme para carro com bloqueio de ignição",,21,265,,,,"Fevereiro/1995"
"O foco das antenas parabólicas",,24,265,,,,"Fevereiro/1995"
"Novidades da eletrônica",,27,265,,,,"Fevereiro/1995"
"Notícias e lançamentos",,29,265,,,,"Fevereiro/1995"
"Seção do leitor",,32,265,,,,"Fevereiro/1995"
"Divisor ajustável de agudos",,33,265,,,,"Fevereiro/1995"
"Eletrificador intermitente",,35,265,,,,"Fevereiro/1995"
"Lembrete para cintos de segurança",,37,265,,,,"Fevereiro/1995"
"Chave sônica transistorizada",,40,265,,,,"Fevereiro/1995"
"Projetos dos leitores - transmissor estável",,46,265,,,,"Fevereiro/1995"
"- Chave de código",,47,265,,,,"Fevereiro/1995"
"Prática de service",,49,265,,,,"Fevereiro/1995"
"Service de monitores de vídeo",,55,265,,,,"Fevereiro/1995"
"Problemas na instalação de toca-fitas",,62,265,,,,"Fevereiro/1995"
"Chaves analógicas quádruplas da Siliconix DG201B/202B/211B/212B",,65,265,,,,"Fevereiro/1995"
"Detectando e medindo radiação",,68,265,,,,"Fevereiro/1995"
"Conversão de receptores de FM em UHF",,72,265,,,,"Fevereiro/1995"
"Conheça a deriva térmica",,77,265,,,,"Fevereiro/1995"
"Reparação Saber eletrônica ( fichas 555 a 558)",,81,265,,,,"Fevereiro/1995"
"Guia de compras",,83,265,,,,"Fevereiro/1995"
"Neurônios eletrônicos",,4,266,,,,"Março/1995"
"Paradoxos e curiosidades da teoria de circuitos elétricos",,14,266,,,,"Março/1995"
"Pontes de capacitância",,17,266,,,,"Março/1995"
"SDA3717E - acionador de motor de passo",,20,266,,,,"Março/1995"
"Fase de sistemas de alto-falantes",,25,266,,,,"Março/1995"
"Novidades da eletrônica",,28,266,,,,"Março/1995"
"Seção do leitor",,32,266,,,,"Março/1995"
"Bi-trêmulo para violões e guitarras",,33,266,,,,"Março/1995"
"Brake light sequencial",,36,266,,,,"Março/1995"
"Eliminador de vícios",,38,266,,,,"Março/1995"
"Detector de OVNIs",,42,266,,,,"Março/1995"
"Projetos com o MC14497/MC3373",,44,266,,,,"Março/1995"
"Projetos dos leitores - fontes para a bancada",,47,266,,,,"Março/1995"
"- Amplificador reforçador de 60W PMPO",,47,266,,,,"Março/1995"
"Práticas de service",,49,266,,,,"Março/1995"
"Service de monitores de vídeo",,56,266,,,,"Março/1995"
"Service de fornos de microondas",,61,266,,,,"Março/1995"
"Sequencial multi-uso de bancada",,65,266,,,,"Março/1995"
"LF353 - duplo amplificador operacional J-FET",,70,266,,,,"Março/1995"
"Circuitos úteis - multivibrador com ciclo ativo controlado",,76,266,,,,"Março/1995"
"- Eletroestimulador",,76,266,,,,"Março/1995"
"- Detector de coincidência",,76,266,,,,"Março/1995"
"- Oscilador com varicap",,76,266,,,,"Março/1995"
"Como funciona o multímetro",,77,266,,,,"Março/1995"
"Reparação Saber eletrônica (fichas 559 a 562)",,81,266,,,,"Março/1995"
"Guia de compras",,83,266,,,,"Março/1995"
"MultímetroL por que ter um?",,4,267,,,,"Abril/1995"
"Distribuindo sinais de vídeo",,13,267,,,,"Abril/1995"
"Como funcionam os alarmes de incêndio",,17,267,,,,"Abril/1995"
"Iluminação de emergência inteligente",,24,267,,,,"Abril/1995"
"Notícias e lançamentos",,28,267,,,,"Abril/1995"
"Câmera de eco",,30,267,,,,"Abril/1995"
"Minuteria CMOS",,33,267,,,,"Abril/1995"
"Controlador de potência",,35,267,,,,"Abril/1995"
"Detector de impactos",,37,267,,,,"Abril/1995"
"Bloqueio de ignição automático",,39,267,,,,"Abril/1995"
"Testando instalações elétricas",,42,267,,,,"Abril/1995"
"A importância do osciloscópio",,48,267,,,,"Abril/1995"
"Práticas de service",,52,267,,,,"Abril/1995"
"Aplicações do LM1044",,56,267,,,,"Abril/1995"
"A cor dos LEDs",,59,267,,,,"Abril/1995"
"O carro com combustão magnética",,61,267,,,,"Abril/1995"
"Amostrador automático de precipitação",,66,267,,,,"Abril/1995"
"Realidade virtual",,72,267,,,,"Abril/1995"
"Seção do leitor",,78,267,,,,"Abril/1995"
"Guia de compras",,79,267,,,,"Abril/1995"
"Fichas de reparação",,81,267,,,,"Abril/1995"
"Lançamentos da 46a UD",,6,268,,,,"Maio/1995"
"Antenas parabólicas",,12,268,,,,"Maio/1995"
"Samsung no Brasil",,21,268,,,,"Maio/1995"
"Seção do leitor",,22,268,,,,"Maio/1995"
"A casa do ano 2010",,24,268,,,,"Maio/1995"
"Cartas",,27,268,,,,"Maio/1995"
"Por dentro do Sol",,28,268,,,,"Maio/1995"
"Transforme seu PC em um voltímetro",,38,268,,,,"Maio/1995"
"Divisor de 3 canais para sistemas de som",,44,268,,,,"Maio/1995"
"Temporizador de bolso",,50,268,,,,"Maio/1995"
"Pré-amplicador com FET",,53,268,,,,"Maio/1995"
"Filtro de 60 Hz",,55,268,,,,"Maio/1995"
"Granpeador sem fio",,58,268,,,,"Maio/1995"
"Fonte de 0-20V /5A",,61,268,,,,"Maio/1995"
"Usando o teste/reativador de sinescópios",,65,268,,,,"Maio/1995"
"Osciladores gatilhados",,70,268,,,,"Maio/1995"
"Práticas de service",,78,268,,,,"Maio/1995"
"Conheça o LM4136 - quádruplo amplificador operacional SID",,86,268,,,,"Maio/1995"
"Guia de compras",,89,268,,,,"Maio/1995"
"FIC - fábrica de 1o mundo",,4,269,,,,"Junho/1995"
"O televisor certo para sua sala",,10,269,,,,"Junho/1995"
"Cartas",,17,269,,,,"Junho/1995"
"Lançamentos Philips 95",,18,269,,,,"Junho/1995"
"Seção do leitor",,22,269,,,,"Junho/1995"
"Notícias e lançamentos",,24,269,,,,"Junho/1995"
"Alarme temporizado p/casas de campo",,30,269,,,,"Junho/1995"
"Carregador de baterias de NiCad",,35,269,,,,"Junho/1995"
"Dimmer",,38,269,,,,"Junho/1995"
"Injetor de sinais de luxo",,41,269,,,,"Junho/1995"
"Sequencial de LEDs",,43,269,,,,"Junho/1995"
"Pseudo-alarme para o carro",,46,269,,,,"Junho/1995"
"Fonte chaveada Sharp",,49,269,,,,"Junho/1995"
"Práticas de service",,58,269,,,,"Junho/1995"
"Sinalizador de xenônio",,66,269,,,,"Junho/1995"
"LA4508 - amplificador de áudio integrado",,73,269,,,,"Junho/1995"
"Guia de compras",,75,269,,,,"Junho/1995"
"Celular - o que você precisa saber",,4,270,,,,"Julho/1995"
"Cartas",,17,270,,,,"Julho/1995"
"Celulares Nokia no Brasil",,18,270,,,,"Julho/1995"
"17a FIEE - as tendências da indústria eletroeletrônica",,20,270,,,,"Julho/1995"
"Seção do leitor",,26,270,,,,"Julho/1995"
"Notícias e lançamentos",,28,270,,,,"Julho/1995"
"Wattímetro para eletrodomésticos",,32,270,,,,"Julho/1995"
"Iluminação de emergência inteligente",,36,270,,,,"Julho/1995"
"Gerador de bips para alta-potência",,42,270,,,,"Julho/1995"
"Interruptor crespuscular",,45,270,,,,"Julho/1995"
"Provador de fly-back",,49,270,,,,"Julho/1995"
"Usando o osciloscópio",,54,270,,,,"Julho/1995"
"Práticas de service",,60,270,,,,"Julho/1995"
"74LS353/74LS368/74LS374 circuitos práticos",,66,270,,,,"Julho/1995"
"CA3081 - 7 transistores em invólucro DIL",,68,270,,,,"Julho/1995"
"Guia de compras",,75,270,,,,"Julho/1995"
"No break,a proteção indispensável",,4,271,,,,"Agosto/1995"
"Iluminação,projeto correto = economia + eficácia",,9,271,,,,"Agosto/1995"
"Cartas",,17,271,,,,"Agosto/1995"
"Notícias e lançamentos",,18,271,,,,"Agosto/1995"
"Seção do leitor",,22,271,,,,"Agosto/1995"
"Problemas de recepção de TV",,24,271,,,,"Agosto/1995"
"Multiplicador digital de baixa frequência",,32,271,,,,"Agosto/1995"
"Alarme residencial com partida temporizada",,35,271,,,,"Agosto/1995"
"Detetor de entrada e saída TTL",,40,271,,,,"Agosto/1995"
"Pequena mesa de som",,42,271,,,,"Agosto/1995"
"Retenção telefônica",,48,271,,,,"Agosto/1995"
"Como recuperar o magnetron",,49,271,,,,"Agosto/1995"
"TV monocromática num único chip",,55,271,,,,"Agosto/1995"
"Práticas de service",,60,271,,,,"Agosto/1995"
"Usando contadores 4017",,65,271,,,,"Agosto/1995"
"O carbono 14 e a idade dos objetos",,71,271,,,,"Agosto/1995"
"Guia de compras",,75,271,,,,"Agosto/1995"
"Músculos eletrônicos",,4,272,,,,"Setembro/1995"
"Conheça o PC",,10,272,,,,"Setembro/1995"
"Notícias e lançamentos",,18,272,,,,"Setembro/1995"
"Seção do leitor",,21,272,,,,"Setembro/1995"
"Controle de potência com SCR",,22,272,,,,"Setembro/1995"
"Alarme para grandes áreas",,26,272,,,,"Setembro/1995"
"Detector de pressão",,35,272,,,,"Setembro/1995"
"Alarme de falta de energia",,38,272,,,,"Setembro/1995"
"Termômetro com display de cristal líquido",,43,272,,,,"Setembro/1995"
"monte um rejuvenescedor de cinescópios",,49,272,,,,"Setembro/1995"
"Práticas de service",,54,272,,,,"Setembro/1995"
"Amplificadores integrados",,58,272,,,,"Setembro/1995"
"A cor dos Leds",,67,272,,,,"Setembro/1995"
"O osciloscópio e os circuitos ressonantes",,71,272,,,,"Setembro/1995"
"Guia de compras",,75,272,,,,"Setembro/1995"
"A eletrônica em busca dos ETs",,4,273,,,,"Outubro/1995"
"Notícias e lançamentos",,13,273,,,,"Outubro/1995"
"Conheça o PC: unidades de disco",,18,273,,,,"Outubro/1995"
"Seção do leitor",,23,273,,,,"Outubro/1995"
"Conheça os reguladores de tensão de família 78XX",,24,273,,,,"Outubro/1995"
"Luz de emergência de NiCad",,28,273,,,,"Outubro/1995"
"Toque biestável",,32,273,,,,"Outubro/1995"
"Termostato de uso geral",,36,273,,,,"Outubro/1995"
"Uma sirene modulada para o carro",,42,273,,,,"Outubro/1995"
"Carregador de NiCad para o celular",,45,273,,,,"Outubro/1995"
"Conheça o analisador de espectro",,49,273,,,,"Outubro/1995"
"Práticas de servicde",,54,273,,,,"Outubro/1995"
"AM estéreo",,61,273,,,,"Outubro/1995"
"Porque o sistema PAL é melhor que o NTSC",,67,273,,,,"Outubro/1995"
"Guia de compras",,75,273,,,,"Outubro/1995"
"Relógios que indicam tudo",,4,274,,,,"Novembro/1995"
"Notícias e lançamentos",,14,274,,,,"Novembro/1995"
"Sistema amplificador de vídeo RGB",,18,274,,,,"Novembro/1995"
"Como instalar bem um chuveiro",,20,274,,,,"Novembro/1995"
"Seção do leitor",,27,274,,,,"Novembro/1995"
"Minuteria de 2 horas",,28,274,,,,"Novembro/1995"
"Transmissor de FM quilométrico",,34,274,,,,"Novembro/1995"
"Oscilador 'o que você precisa saber'",,39,274,,,,"Novembro/1995"
"Fornos de microondas: funcionamento e manutenção da placa eletrônica",,49,274,,,,"Novembro/1995"
"Práticas de service",,54,274,,,,"Novembro/1995"
"AM9000 ICEL - um multímetro para o carro",,67,274,,,,"Novembro/1995"
"Guia de compras",,75,274,,,,"Novembro/1995"
"Conheça o PC: periféricos",,4,275,,,,"Dezembro/1995"
"Notícias e lançamentos",,14,275,,,,"Dezembro/1995"
"Seção do leitor",,17,275,,,,"Dezembro/1995"
"Fluorescentes alimentadas por baterias",,18,275,,,,"Dezembro/1995"
"Interruptor de toque eletrônico",,22,275,,,,"Dezembro/1995"
"Sinalizador eletrônico para veículos",,24,275,,,,"Dezembro/1995"
"LA4180/4182",,27,275,,,,"Dezembro/1995"
"Acionador sequencial automático de equipamentos de som",,29,275,,,,"Dezembro/1995"
"Pesquisador de sinais",,32,275,,,,"Dezembro/1995"
